CustomerID,total_spend,num_orders,avg_order_value,cluster,segment
12346.0,77183.6,1,77183.6,1,"High spend, low frequency"
12347.0,4310.0,7,23.68131868131868,0,Occasional low spender
12348.0,1797.24,4,57.97548387096774,0,Occasional low spender
12349.0,1757.55,1,24.076027397260276,0,Occasional low spender
12350.0,334.4,1,19.670588235294115,0,Occasional low spender
12352.0,2506.04,8,29.482823529411764,0,Occasional low spender
12353.0,89.0,1,22.25,0,Occasional low spender
12354.0,1079.4,1,18.610344827586207,0,Occasional low spender
12355.0,459.4,1,35.33846153846154,0,Occasional low spender
12356.0,2811.43,3,47.65135593220339,0,Occasional low spender
12357.0,6207.67,1,47.38679389312977,0,Occasional low spender
12358.0,1168.06,2,61.47684210526315,0,Occasional low spender
12359.0,6310.03,4,25.75522448979592,0,Occasional low spender
12360.0,2662.06,3,20.63612403100775,0,Occasional low spender
12361.0,189.9,1,18.99,0,Occasional low spender
12362.0,5226.23,10,19.64748120300752,0,Occasional low spender
12363.0,552.0,2,24.0,0,Occasional low spender
12364.0,1313.1,4,15.448235294117646,0,Occasional low spender
12365.0,641.38,2,29.15363636363636,0,Occasional low spender
12367.0,168.9,1,15.354545454545455,0,Occasional low spender
12370.0,3541.94,4,21.33698795180723,0,Occasional low spender
12371.0,1887.96,2,29.96761904761905,0,Occasional low spender
12372.0,1298.04,3,24.962307692307693,0,Occasional low spender
12373.0,364.6,1,26.042857142857144,0,Occasional low spender
12374.0,742.9300000000001,1,22.513030303030305,0,Occasional low spender
12375.0,457.5,2,26.91176470588235,0,Occasional low spender
12377.0,1628.12,2,21.144415584415583,0,Occasional low spender
12378.0,4008.62,1,18.30420091324201,0,Occasional low spender
12379.0,852.24,2,21.306,0,Occasional low spender
12380.0,2724.81,4,26.200096153846157,0,Occasional low spender
12381.0,1845.31,5,21.21045977011494,0,Occasional low spender
12383.0,1850.56,5,18.69252525252525,0,Occasional low spender
12384.0,585.27,2,21.676666666666662,0,Occasional low spender
12386.0,401.9,2,40.19,0,Occasional low spender
12388.0,2780.66,6,27.8066,0,Occasional low spender
12390.0,549.84,1,17.1825,0,Occasional low spender
12391.0,439.66,1,4.72752688172043,0,Occasional low spender
12393.0,1582.6,4,24.728125,0,Occasional low spender
12394.0,1272.48,2,47.12888888888889,0,Occasional low spender
12395.0,3018.63,12,19.350192307692307,0,Occasional low spender
12397.0,2409.9,2,19.12619047619048,0,Occasional low spender
12398.0,1635.66,1,19.24305882352941,0,Occasional low spender
12399.0,1108.65,4,18.790677966101697,0,Occasional low spender
12401.0,84.3,1,16.86,0,Occasional low spender
12402.0,225.6,1,20.509090909090908,0,Occasional low spender
12403.0,427.7,1,85.53999999999999,0,Occasional low spender
12405.0,1710.39,1,31.67388888888889,0,Occasional low spender
12406.0,3415.3,2,32.52666666666667,0,Occasional low spender
12407.0,1708.12,5,22.183376623376624,0,Occasional low spender
12408.0,2888.55,5,27.51,0,Occasional low spender
12409.0,11072.67,3,101.58412844036695,0,Occasional low spender
12410.0,693.3299999999999,2,26.666538461538455,0,Occasional low spender
12412.0,1226.88,3,20.112786885245903,0,Occasional low spender
12413.0,758.1,3,19.95,0,Occasional low spender
12414.0,562.41,3,31.245,0,Occasional low spender
12415.0,124914.53,21,174.95032212885152,2,High-value loyal
12417.0,3649.1,9,19.005729166666665,0,Occasional low spender
12418.0,668.58,1,19.664117647058823,0,Occasional low spender
12420.0,600.39,1,20.70310344827586,0,Occasional low spender
12421.0,807.04,4,17.93422222222222,0,Occasional low spender
12422.0,803.5600000000001,3,20.604102564102565,0,Occasional low spender
12423.0,1859.31,8,14.87448,0,Occasional low spender
12424.0,1760.96,2,58.69866666666667,0,Occasional low spender
12425.0,777.2,1,21.58888888888889,0,Occasional low spender
12426.0,582.73,1,19.424333333333333,0,Occasional low spender
12427.0,825.8,3,26.638709677419357,0,Occasional low spender
12428.0,7956.46,9,27.062789115646257,0,Occasional low spender
12429.0,3750.4,4,38.66391752577319,0,Occasional low spender
12430.0,256.4,1,23.30909090909091,0,Occasional low spender
12431.0,6419.95,15,27.43568376068376,3,Frequent budget buyer
12432.0,5059.32,5,46.84555555555556,0,Occasional low spender
